"Барча солиқ турлари бўйича бўйича    ""CAPITAL LOGISTICS 2020"" MAS'ULIYATI CHEKLANGAN JAMIYAT нинг (СТИР: 308020562)    2025 йил учун     Тошкент шаҳар, Янгиҳаёт тумани даги    ШАХСИЙ ҲИСОБВАРАҒИ";;;;;;;;;;;;;;;;;
Шакллантирилган сана ва вақти: 06.02.2026 16:03:54    Манба:  Электрон солиқ хизматлари портали (https://my3.soliq.uz);;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;сўм
Ҳудуд;Солиқ коди;Солиқ номи;Операция санаси;Операция мазмуни;Тўлов муддати;Тўлаш учун ҳисобланган;Камайтирилган;Тўланган;Қайтарилган;Қарздорлик;Ортиқча тўлов;Салбий фарқ;Пеня;Пеня муддати;Туланган пеня;Қолдиқ пеня;Ортиқча тўланган сумма
Тошкент шаҳар Янгиҳаёт тумани;101;Фуқароларнинг жамғариб бориладиган пенсия бадалига ажратма;21.10.2025;С перерасчета за 8 м. 2025 г.;21.10.2025;0;0;0;0;0;97 900,00;0;0;;0;0;97 900,00
Тошкент шаҳар Янгиҳаёт тумани;101;Фуқароларнинг жамғариб бориладиган пенсия бадалига ажратма;21.10.2025;С перерасчета за 9 м. 2025 г.;21.10.2025;0;0;0;0;0;97 900,00;0;0;;0;0;97 900,00
Тошкент шаҳар Янгиҳаёт тумани;101;Фуқароларнинг жамғариб бориладиган пенсия бадалига ажратма;10.11.2025;Пост.сог.Пл.пор №0000000204 Прочие ;10.11.2025;0;0;273 195,45;0;0;371 095,45;0;0;;0;0;97 900,00
Тошкент шаҳар Янгиҳаёт тумани;101;Фуқароларнинг жамғариб бориладиган пенсия бадалига ажратма;11.11.2025;С расчета за 10 м.;17.11.2025;273 195,45;0;0;0;0;97 900,00;0;0;;0;0;97 900,00
Тошкент шаҳар Янгиҳаёт тумани;101;Фуқароларнинг жамғариб бориладиган пенсия бадалига ажратма;04.12.2025;Пост.сог.Пл.пор №0000000224 Прочие ;04.12.2025;0;0;242 190,00;0;0;340 090,00;0;0;;0;0;97 900,00
Тошкент шаҳар Янгиҳаёт тумани;101;Фуқароларнинг жамғариб бориладиган пенсия бадалига ажратма;15.12.2025;С расчета за 11 м.;15.12.2025;242 190,00;0;0;0;0;97 900,00;0;0;;0;0;97 900,00
Тошкент шаҳар Янгиҳаёт тумани;101;Фуқароларнинг жамғариб бориладиган пенсия бадалига ажратма;31.12.2025;Сальдо на 31.12.2025 г.;31.12.2025;3 020 897,34;0;3 312 328,15;0;0;97 900,00;0;0;01.01.2025 - 31.12.2025;0;0;97 900,00
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;;Сальдо на;01.01.2025;0;0;0;0;0;1 000,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;21.04.2025;С расчета за 3 м.;21.04.2025;19 350 000,00;0;0;0;19 349 000,00;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.05.2025;Пост.сог.Мемор №80 Прочие ;05.05.2025;0;0;19 350 000,00;0;0;1 000,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.05.2025;Пост.сог.Мемор №791076071 Прочие ;05.05.2025;0;0;27 894,50;0;0;28 894,50;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.05.2025;Нач.часть пени 80%;05.05.2025;0;0;0;0;0;0;0;101 130,78;22.04.2025 - 05.05.2025;28 894,50;72 236,28;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;06.05.2025;Пост.сог.Мемор №801000696 Прочие ;06.05.2025;0;0;72 236,28;0;0;0;0;0;;72 236,28;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;14.05.2025;Пост.сог.Мемор №108 Прочие ;14.05.2025;0;0;21 000 000,00;0;0;21 000 000,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;14.05.2025;С расчета за 4 м.;20.05.2025;21 000 000,00;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;20.06.2025;С расчета за 5 м.;20.06.2025;75 000 000,00;0;0;0;75 000 000,00;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;24.06.2025;Пост.сог.Мемор №126 Прочие ;24.06.2025;0;0;49 735 229,09;0;25 264 770,91;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;24.06.2025;Нач.часть пени 80%;24.06.2025;0;0;0;0;25 264 770,91;0;0;112 000,00;21.06.2025 - 24.06.2025;0;112 000,00;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;25.06.2025;Пост.сог.Мемор №126 Прочие ;25.06.2025;0;0;25 264 770,91;0;0;0;0;0;;0;112 000,00;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;25.06.2025;Пост.сог.Мемор №852067125 Прочие ;25.06.2025;0;0;121 432,18;0;0;121 432,18;0;0;;0;112 000,00;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;25.06.2025;Нач.часть пени 80%;25.06.2025;0;0;0;0;0;0;0;9 432,18;25.06.2025 - 25.06.2025;121 432,18;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;15.07.2025;Пост.сог.Мемор №142 Прочие ;15.07.2025;0;0;5 000 000,00;0;0;5 000 000,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;15.07.2025;С расчета за 6 м.;21.07.2025;5 000 000,00;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;20.08.2025;С расчета за 7 м.;20.08.2025;80 000 000,00;0;0;0;80 000 000,00;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;09.09.2025;Пост.сог.Мемор №913094464 Прочие ;09.09.2025;0;0;149 333,34;0;79 850 666,66;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;09.09.2025;Пост.сог.Мемор №160 Прочие ;09.09.2025;0;0;80 000 000,00;0;0;149 333,34;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;09.09.2025;Нач.часть пени 80%;09.09.2025;0;0;0;0;0;0;0;597 333,34;21.08.2025 - 09.09.2025;149 333,34;448 000,00;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;15.09.2025;Пост.сог.Мемор №934021562 Прочие ;15.09.2025;0;0;41 314,55;0;0;41 314,55;0;0;;0;448 000,00;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;15.09.2025;Пост.сог.Заключ №5362221001 Прочие ;15.09.2025;0;0;448 000,00;0;0;41 314,55;0;0;;448 000,00;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;04.12.2025;Пост.сог.Заключ №7525261001 Прочие ;03.12.2025;0;0;318 060,00;0;0;359 374,55;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;04.12.2025;Пост.сог.Заключ №7525261002 Прочие ;03.12.2025;0;0;392 816,64;0;0;752 191,19;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;04.12.2025;Пост.сог.Заключ №7525261003 Прочие ;03.12.2025;0;0;334 800,00;0;0;1 086 991,19;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;04.12.2025;Пост.сог.Заключ №7525261004 Прочие ;03.12.2025;0;0;3 799 278,00;0;0;4 886 269,19;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;04.12.2025;Пост.сог.Заключ №7525261005 Прочие ;03.12.2025;0;0;1 135 536,27;0;0;6 021 805,46;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;04.12.2025;Пост.сог.Заключ №7525261006 Прочие ;03.12.2025;0;0;1 367,26;0;0;6 023 172,72;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;04.12.2025;Пост.сог.Заключ №7525261007 Прочие ;03.12.2025;0;0;4 056 000,00;0;0;10 079 172,72;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;04.12.2025;Пост.сог.Заключ №7525261008 Прочие ;03.12.2025;0;0;665 280,00;0;0;10 744 452,72;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;04.12.2025;Пост.сог.Заключ №7525261009 Прочие ;03.12.2025;0;0;2 292 000,00;0;0;13 036 452,72;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261010 Прочие ;03.12.2025;0;0;15 476 191,18;0;0;28 512 643,90;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261011 Прочие ;03.12.2025;0;0;280 800,00;0;0;28 793 443,90;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261012 Прочие ;03.12.2025;0;0;851 413,23;0;0;29 644 857,13;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261013 Прочие ;03.12.2025;0;0;240 000,00;0;0;29 884 857,13;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261014 Прочие ;03.12.2025;0;0;63 021,43;0;0;29 947 878,56;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261015 Прочие ;03.12.2025;0;0;10 308 000,00;0;0;40 255 878,56;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261016 Прочие ;03.12.2025;0;0;741 765,09;0;0;40 997 643,65;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261017 Прочие ;03.12.2025;0;0;155 773,30;0;0;41 153 416,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261018 Прочие ;03.12.2025;0;0;1 730 724,00;0;0;42 884 140,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261019 Прочие ;03.12.2025;0;0;1 536 000,00;0;0;44 420 140,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261020 Прочие ;03.12.2025;0;0;1 090 080,00;0;0;45 510 220,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261021 Прочие ;03.12.2025;0;0;574 800,00;0;0;46 085 020,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261022 Прочие ;03.12.2025;0;0;1 350 000,00;0;0;47 435 020,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;05.12.2025;Пост.сог.Заключ №7525261023 Прочие ;03.12.2025;0;0;693 600,00;0;0;48 128 620,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;09.12.2025;Пост.сог.Заключ №7525261028 Прочие ;03.12.2025;0;0;175 000,00;0;0;48 303 620,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;09.12.2025;Пост.сог.Заключ №7525261025 Прочие ;03.12.2025;0;0;383 040,00;0;0;48 686 660,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;09.12.2025;Пост.сог.Заключ №7525261027 Прочие ;03.12.2025;0;0;204 600,00;0;0;48 891 260,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;09.12.2025;Пост.сог.Заключ №7525261024 Прочие ;03.12.2025;0;0;49 538,10;0;0;48 940 799,05;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;09.12.2025;Пост.сог.Заключ №7525261026 Прочие ;03.12.2025;0;0;349 920,00;0;0;49 290 719,05;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;09.12.2025;Пост.сог.Заключ №7525261029 Прочие ;03.12.2025;0;0;709 280,95;0;0;50 000 000,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;03.12.2025;С расчета за 11 м.;22.12.2025;50 000 000,00;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;138;Жисмоний шахсларнинг дивиденд шаклидаги даромадларидан солиқ;31.12.2025;Сальдо на 31.12.2025 г.;31.12.2025;250 350 000,00;0;251 168 896,30;0;0;0;0;819 896,30;01.01.2025 - 31.12.2025;819 896,30;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;;Сальдо на;01.01.2025;0;0;0;0;3 727 703,80;0;0;0;;0;20 129,60;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;13.01.2025;Пост.сог.Мемор №139 Прочие ;13.01.2025;0;0;3 751 859,32;0;0;24 155,52;0;0;;0;20 129,60;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;13.01.2025;Нач.часть пени 80%;13.01.2025;0;0;0;0;0;0;0;16 103,68;02.01.2025 - 13.01.2025;24 155,52;12 077,76;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;28.01.2025;Пост.сог.Мемор №22 Прочие ;28.01.2025;0;0;6 000 000,00;0;0;5 987 922,24;0;0;;12 077,76;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;30.01.2025;С расчета за 12 м.;17.02.2025;6 000 000,00;0;0;0;12 077,76;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;17.02.2025;С расчета за 1 м.;17.02.2025;6 000 000,00;0;0;0;6 012 077,76;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;18.02.2025;Пост.сог.Мемор №37 Прочие ;18.02.2025;0;0;304 831,90;0;5 707 245,86;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;18.02.2025;Нач.часть пени 80%;18.02.2025;0;0;0;0;5 707 245,86;0;0;2 164,34;18.02.2025 - 18.02.2025;0;2 164,34;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;21.02.2025;Пост.сог.Мемор №37 Прочие ;21.02.2025;0;0;4 719 428,63;0;987 817,23;0;0;0;;0;2 164,34;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;21.02.2025;Нач.часть пени 80%;21.02.2025;0;0;0;0;987 817,23;0;0;6 163,82;19.02.2025 - 21.02.2025;0;8 328,16;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;28.02.2025;Пост.сог.Мемор №37 Прочие ;28.02.2025;0;0;975 739,47;0;12 077,76;0;0;0;;0;8 328,16;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;28.02.2025;Нач.часть пени 80%;28.02.2025;0;0;0;0;12 077,76;0;0;2 489,30;22.02.2025 - 28.02.2025;0;10 817,46;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;07.03.2025;Пост.сог.Мемор №732186060 Прочие ;07.03.2025;0;0;21 828,38;0;0;9 750,62;0;0;;0;10 817,46;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;07.03.2025;Нач.часть пени 80%;07.03.2025;0;0;0;0;0;0;0;30,43;01.03.2025 - 07.03.2025;9 750,62;1 097,27;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;20.03.2025;Пост.сог.Заключ №2947440001 Прочие ;14.03.2025;0;0;1 097,27;0;0;0;0;0;;1 097,27;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;17.03.2025;С расчета за 2 м.;17.03.2025;6 000 000,00;0;0;0;6 000 000,00;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;18.03.2025;Пост.сог.Мемор №52 Прочие ;18.03.2025;0;0;6 000 000,00;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;20.03.2025;Пост.сог.Заключ №3057792001 Прочие ;18.03.2025;0;0;6 002 160,00;0;0;6 002 160,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;18.03.2025;Нач.часть пени 80%;18.03.2025;0;0;0;0;0;6 000 000,00;0;2 160,00;18.03.2025 - 18.03.2025;2 160,00;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;19.03.2025;Пост.сог.Заключ №3111508001 Прочие ;19.03.2025;0;0;2 160,00;0;0;6 002 160,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;15.04.2025;С расчета за 3 м.;15.04.2025;6 000 000,00;0;0;0;0;2 160,00;0;0;;0;0;2 160,00
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;16.04.2025;Пост.сог.Мемор №75 Прочие ;16.04.2025;0;0;20 611,94;0;0;22 771,94;0;0;;0;0;2 160,00
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;17.04.2025;Пост.сог.Мемор №75 Прочие ;17.04.2025;0;0;3 971 509,64;0;0;3 994 281,58;0;0;;0;0;2 160,00
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;17.04.2025;Пост.сог.Мемор №75 Прочие ;17.04.2025;0;0;1 966 117,25;0;0;5 960 398,83;0;0;;0;0;2 160,00
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;18.04.2025;Пост.сог.Мемор №75 Прочие ;18.04.2025;0;0;41 761,17;0;0;6 002 160,00;0;0;;0;0;2 160,00
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;05.05.2025;Возв.сог.Заключ №3519270001 Возв.сог.ПРОТОК ;05.05.2025;0;0;0;6 002 160,00;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;12.05.2025;Пост.сог.Мемор №87 Прочие ;12.05.2025;0;0;6 000 000,00;0;0;6 000 000,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;14.05.2025;Пост.сог.Мемор №111 Прочие ;14.05.2025;0;0;6 000 000,00;0;0;12 000 000,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;14.05.2025;С расчета за 4 м.;15.05.2025;6 000 000,00;0;0;0;0;6 000 000,00;0;0;;0;0;6 000 000,00
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;11.06.2025;С расчета за 5 м.;16.06.2025;6 000 000,00;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;15.07.2025;С расчета за 6 м.;15.07.2025;6 000 000,00;0;0;0;6 000 000,00;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;15.07.2025;Пост.сог.Мемор №145 Прочие ;15.07.2025;0;0;22 266,83;0;5 977 733,17;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;17.07.2025;Пост.сог.Мемор №145 Прочие ;17.07.2025;0;0;236 425,13;0;5 741 308,04;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;17.07.2025;Пост.сог.Мемор №145 Прочие ;17.07.2025;0;0;476 301,50;0;5 265 006,54;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;17.07.2025;Нач.часть пени 80%;17.07.2025;0;0;0;0;5 265 006,54;0;0;4 463,38;16.07.2025 - 17.07.2025;0;4 463,38;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;18.07.2025;Пост.сог.Мемор №145 Прочие ;18.07.2025;0;0;78 773,61;0;5 186 232,93;0;0;0;;0;4 463,38;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;18.07.2025;Нач.часть пени 80%;18.07.2025;0;0;0;0;5 186 232,93;0;0;1 965,60;18.07.2025 - 18.07.2025;0;6 428,98;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;21.07.2025;Пост.сог.Мемор №145 Прочие ;21.07.2025;0;0;5 186 232,93;0;0;0;0;0;;0;6 428,98;0
Тошкент шаҳар Янгиҳаёт тумани;186;Тўлов манбаида ушлаб қолинган жисмоний шахсларнинг мол-мулкини ижарага беришдан олинган даромад солиғи;21.07.2025;Нач.часть пени 80%;21.07.2025;0;0;0;0;0;0;0;5 808,58;19.07.2025 - 21.07.2025;0;12 237,56;0
